Community,Replicate,Plate,mgCO2.7,mgCO2.14,CPM7,CPM14,pgRPC.7,pgRPC.14,ATP1,ATP4,ATP7,ATP14,mG7,mG14,mN7,mN14,mX7,mX14,mP7,mP14
BB44,1,C,1.10E-01,2.50E-01,240000,801800,0.445101338,0.313379518,4038.2,9029.8,4193.6,12950.8,8,18,6.4,9.6,5.6,8.4,36.4,618
BB44,2,C,9.90E-02,3.20E-01,59600,161000,1.666048261,1.971354702,336.6,1183.8,1353,17251.2,30,36.4,5.6,4.4,19.6,12.8,66.8,251.6
BB44,3,C,1.20E-01,1.10E-01,190600,470800,0.634685051,0.239449385,7551.2,11815,4830.6,4149,229.6,6.4,4.4,4.8,4.8,4.8,7.6,208
BB44,4,C,3.50E-04,1.20E-01,73600,265000,0.00475054,0.444651733,6699.4,5760,4119.2,3564.6,7.6,6.8,6,4.8,5.2,6,224.4,231.2
BB45,1,C,5.30E-02,3.60E-01,14800,211000,3.555110657,1.692110743,12,16.6,7,5226.6,4,6.8,4.8,5.2,5.2,5.2,14.4,4.4
BB45,2,C,6.50E-02,2.10E-01,3000,28000,21.72812601,7.368173009,7,8.2,7.4,16317.4,4.4,17.2,5.2,4.4,4.8,4.8,60,273.2
BB45,3,C,6.00E-02,7.40E-02,4000,48000,14.98110973,1.535093736,10.2,12,25.6,340.4,45.6,5.6,4.4,4.8,4.8,4.8,4.4,67.6
BB45,4,C,0.00E+00,2.10E-01,10000,213600,0,0.965865376,11.6,7.8,7,4174,5.6,8,6,4.8,4.8,6.4,52,802
BB46,1,C,2.30E-01,4.00E-01,308200,127000,0.742461933,3.111466192,10,38.6,715,7062.6,3.6,16.8,4,5.6,4.4,6,14,84
BB46,2,C,4.90E-02,3.90E-01,33600,22000,1.464650539,17.62709814,8,8.6,10.4,4155.2,4,128.4,5.2,4.8,7.2,10,59.6,146.8
BB46,3,C,5.60E-02,6.30E-02,44600,177000,1.24614786,0.356918763,8.4,15.6,6,4,41.6,4.4,4.4,4.8,4.8,4.8,4,60.4
BB46,4,C,4.20E-05,2.00E-01,27600,220400,0.001535079,0.922084137,9,8.6,11.4,1366.8,5.2,37.2,6.4,7.6,5.2,8.4,50.4,456
BB47,1,C,3.40E-02,3.60E-01,1400,232200,24.34956082,1.557491488,1648.4,9805.2,921.4,4518.6,37.6,39.6,40.8,47.6,8.4,12.4,137.6,3102.8
BB47,2,C,4.30E-02,4.70E-01,2400,39000,17.86822776,11.94829049,1612.6,3045.4,2592,2495.8,134.4,116.8,14.4,11.6,10.4,9.2,3135.2,3063.6
BB47,3,C,3.10E-02,5.30E-02,600,2400,51.34392119,21.92318238,2019.8,10423.8,1462.2,927.2,2520.8,66,15.6,11.2,8.8,8.8,73.2,2593.2
BB47,4,C,0.00E+00,4.10E-01,1000,153400,0,2.657398949,1075,550,1446.4,1512.2,68.8,59.6,11.2,10.8,16.8,10,1882.8,2840.4
BB48,1,C,2.20E-01,4.70E-01,200,234400,1102.960277,2.011807449,9.6,16.6,7,2093.2,3.2,62,4,6.8,4.4,6.4,15.2,59.2
BB48,2,C,1.40E-01,3.60E-01,4000,14000,34.1036576,25.50252619,7,5.8,10.2,2933.6,4.4,180.4,4.8,5.2,4.8,10.8,58.8,157.2
BB48,3,C,5.60E-02,1.50E-01,6400,33600,8.684092903,4.449529216,8.2,14.8,4,5.6,41.6,4.4,4.4,4.4,5.2,5.2,4,59.6
BB48,4,C,0.00E+00,1.40E-01,7600,23400,0,5.879026195,8.2,7.2,13.4,1526.8,5.2,34.8,6,6.4,4.8,8.4,49.6,506.8
BB49,1,C,1.00E-02,9.00E-02,2200,261600,4.551529691,0.342422155,8.8,28,5.8,1959.6,2.8,40.4,3.6,5.2,4.4,6.8,12.4,56.4
BB49,2,C,3.00E-02,3.70E-01,1000,104800,30.02246662,3.495289411,6.6,7.4,9,2947.2,4,168.8,5.2,5.6,4.4,10.4,58.4,143.2
BB49,3,C,1.80E-02,2.00E-02,4000,118200,4.624217759,0.168402494,9.2,16.2,7.8,5.4,42,4.4,4.4,4.8,4.8,5.2,4,60.4
BB49,4,C,0.00E+00,2.10E-01,8000,241400,0,0.854634815,8.6,9.6,12.8,1497.2,5.6,28,6,5.6,5.2,7.2,50.8,596.8
BB50,1,C,9.70E-02,1.80E-01,157800,547400,0.61200499,0.333528876,1283,28249,732.8,3740.4,11.6,25.2,5.2,6.8,5.6,9.6,59.6,4572.4
BB50,2,C,1.30E-01,1.90E-01,17200,121600,7.666614453,1.596883624,2276.2,7440,3034.4,4176.4,36.4,32,5.2,4.4,7.2,6.8,3614.8,4935.2
BB50,3,C,3.80E-02,5.10E-02,177000,863800,0.215112213,0.059577446,2045.8,8999.4,1835.6,1481.8,4678,16,5.2,5.2,8,7.6,22.8,3672.8
BB50,4,C,1.30E-06,1.10E-01,67200,446800,1.90E-05,0.252311483,1515.2,928,2574.6,1480.4,30,15.2,9.6,7.6,5.6,6.4,6497.6,1852.4
BB51,1,C,1.80E-01,2.20E-01,97000,36400,1.810075032,5.971388442,808.2,7701.6,1260.8,7064,4,25.2,5.2,5.6,5.2,6.4,18,114.4
BB51,2,C,2.00E-01,4.10E-01,4400,27200,45.84069308,15.08001237,2097.2,3578.6,3281,5483.4,4.4,12.8,5.2,4,4.8,5.2,102,118.8
BB51,3,C,1.70E-01,1.30E-01,6000,42000,27.90635109,3.00795429,1623.8,6423.4,1839.8,1748.8,56.8,4.4,4.4,5.2,5.2,5.2,4.4,84.8
BB51,4,C,5.40E-04,2.20E-01,15400,38200,0.034814919,5.860208308,463.8,5444.4,1770.8,3095.6,5.6,6.4,6,10,5.2,6.4,68.8,209.6
BB53,1,C,5.50E-02,2.60E-01,12200,973400,4.506257552,0.26554251,2238.8,1536,225.8,2728.4,5.2,10.8,4.8,5.2,5.6,4.8,55.6,362
BB53,2,C,9.00E-02,2.80E-01,1000,66400,89.57763572,4.145275652,2033,1351.4,1782.2,2504.2,12,9.2,4.8,4.4,4.4,4.4,193.6,116.8
BB53,3,C,6.50E-02,1.00E-01,2600,16400,25.07091463,6.110728644,1848.8,2525.4,1378.8,645.8,144.8,5.2,4,5.2,4.8,4.8,8.8,121.6
BB53,4,C,0.00E+00,2.00E-01,12000,108600,0,1.843269087,2363.6,977.8,968.6,1553.4,8.4,12.8,6,11.6,4.8,6.4,136.8,188
BB54,1,C,2.10E-01,3.30E-01,905200,189200,0.234834575,1.722571593,984.8,1284.6,1408,8512.6,8.4,12.8,5.6,6.8,6,5.6,20.8,436.8
BB54,2,C,1.70E-01,3.60E-01,71400,152600,2.34507152,2.38514142,9.2,6.8,9.4,2978.6,4,112.4,4.8,4.8,4.4,9.6,62.8,119.2
BB54,3,C,4.80E-02,7.80E-02,22400,157800,2.123715782,0.495690491,2358.6,1595.8,2210.2,3293,176.4,12,4.4,6,4.8,5.2,13.2,498.8
BB54,4,C,1.20E-04,2.00E-01,24200,151400,0.005055988,1.322186413,3015.2,914.2,2000.4,4634.8,12,11.2,6.4,5.2,4.8,6.4,161.6,972.4
BB55,1,C,2.60E-01,5.00E-01,4600,17800,56.58801777,27.93782347,832.6,7680.6,8874,9576.4,9.2,10.8,5.2,5.6,5.2,5.6,16.4,48.4
BB55,2,C,5.30E-02,4.60E-01,1400,115400,37.99918035,4.013943133,2067.8,1804.6,3207.8,6969.4,26.4,22.8,6,4.8,4.8,4.4,311.6,458
BB55,3,C,4.90E-02,5.00E-02,3400,20200,14.47419356,2.463771315,580.2,9416.6,6526.8,7493.8,44,9.2,4.8,5.2,4.8,4.8,12,62.4
BB55,4,C,0.00E+00,2.20E-01,1600,355400,0,0.629881703,2286.8,7516.6,7439.2,5646.4,13.6,10,6.4,4.8,6.4,6,53.2,182
BB56,1,C,2.30E-01,4.30E-01,10600,25800,21.74526455,16.69903438,4029.8,14335.4,7510.4,18269.2,4.4,13.2,4,5.2,5.2,5.6,44.8,967.6
BB56,2,C,3.60E-02,4.90E-01,4800,90200,7.555095841,5.385127678,685.8,6560,8840.8,14914.4,16.8,15.6,5.2,4.8,4.8,4.4,65.2,38
BB56,3,C,4.00E-02,4.30E-02,400,2200,101.0699889,19.72156612,6935.4,6434.6,1959.2,1308.6,259.6,14.8,7.6,8,5.2,5.2,26.4,249.6
BB56,4,C,4.20E-05,2.60E-01,6200,59600,0.006833578,4.336897301,3834.8,2858.4,1651,1388.2,19.6,16.4,6.4,8.8,8,6,240,283.6
BB59,1,C,3.00E-02,3.10E-01,9200,280800,3.221298045,1.115339896,1832.4,6856.8,3257.4,3847.2,6,10,10.8,8.4,6,5.6,32.4,134.4
BB59,2,C,8.10E-02,4.20E-01,9400,57200,8.570345284,7.39515015,2772.4,2995.8,3002.2,3616,11.2,10.4,7.6,6,4.8,6,76.4,44
BB59,3,C,7.20E-02,5.90E-02,18200,78800,3.967889046,0.74439887,2452.4,4459.8,1855,1878.6,65.6,8,6.8,5.6,4.8,4.8,8.8,66
BB59,4,C,0.00E+00,1.80E-01,5600,310000,0,0.566378316,3211.6,1601.8,1914,1987.6,6.4,6,6.4,6.4,8,6,78.4,122
BB62,1,C,1.50E-01,2.80E-01,100600,133400,1.461828687,2.092022167,13.8,8276.8,4527.2,8611.2,4,10,4.4,5.6,5.2,6.4,10.4,5058
BB62,2,C,1.80E-01,3.60E-01,53800,107600,3.26351818,3.339564393,21,594.4,8481.8,11057.4,7.2,55.2,5.2,4.4,4.8,6.4,74.4,903.6
BB62,3,C,7.60E-02,1.00E-01,266200,219400,0.285228858,0.478146058,14.4,302.6,3695.6,2200.4,42.8,71.6,4.8,4.8,5.2,5.6,5.2,302.4
BB62,4,C,2.40E-04,1.70E-01,246200,270800,0.000967777,0.618309108,10.8,128.2,1953.4,4159.6,5.6,8.8,6.8,6.8,5.2,6,51.2,836
BB64,1,C,1.70E-02,3.00E-01,2000,168000,8.32367351,1.790624238,155.6,35864.6,8.6,10276.2,4.4,7.2,2814.4,1270.8,5.6,4.8,16.4,95.6
BB64,2,C,4.30E-02,3.40E-01,3000,91000,14.2945822,3.774136485,140.2,5655.8,7114,6347.8,72,47.6,158,67.6,7.2,6.4,73.2,55.6
BB64,3,C,1.70E-02,4.60E-02,800,2600,20.80918377,17.88434009,505.6,11284,5054.2,4233.6,53.2,34.8,141.2,96.4,7.6,7.6,43.6,77.2
BB64,4,C,0.00E+00,2.10E-01,2400,232400,0,0.901134864,234.2,2054.4,4943.2,3300.4,44.4,39.2,8,57.6,211.6,7.2,64,122.4
BB65,1,C,8.50E-02,1.70E-01,86000,637200,0.992954824,0.260684895,68.4,1651.8,2054.6,6537,4,6.4,5.2,5.2,5.6,4.8,14.8,45.6
BB65,2,C,1.40E-01,3.30E-01,123800,231400,1.139539999,1.436513683,117.2,5412.2,4852,9477.4,5.6,13.6,6,5.2,4.8,6,65.2,96.8
BB65,3,C,1.20E-01,4.10E-02,358800,400200,0.331304965,0.102226015,50,8806.6,3011,2780.2,47.6,4.8,7.6,10,4.8,5.2,4.8,65.2
BB65,4,C,1.10E-02,1.60E-01,288000,263000,0.039253445,0.621565766,31.8,47.4,43.8,4935.4,4.8,13.6,6,8,5.2,6.4,51.2,644.8
BB67,1,C,1.70E-02,2.60E-01,200,94200,83.2367351,2.763321462,728,19047.8,6923.6,9097.4,8.4,24.4,5.2,5.6,7.2,15.6,17.6,360
BB67,2,C,5.90E-02,3.10E-01,1400,77200,42.34936433,4.05683216,219.8,827.2,1581.8,11577.8,4.8,16.8,4.8,4.4,4.4,5.6,66.4,217.2
BB67,3,C,2.60E-02,5.20E-02,2600,2400,9.986366958,21.68209452,901.6,2362,5336.4,1722,63.6,18.8,4.8,4.8,5.6,12.8,10,179.6
BB67,4,C,0.00E+00,2.80E-01,3400,250000,0,1.124019023,2261,2769,7627.8,4182.8,20,25.2,13.2,6.8,5.2,18.8,66.4,321.6
BB68,1,C,1.10E-01,3.50E-01,400,77200,279.3303306,4.595132225,7172.6,7911,7647.4,6295.2,5.2,13.2,5.2,6,6,5.6,17.2,106.8
BB68,2,C,2.20E-01,5.80E-01,4800,19200,45.95667819,30.06595771,708.2,4189.2,9307.6,6089.2,23.2,35.6,5.2,4.4,6.4,12,81.2,136.4
BB68,3,C,1.70E-01,1.30E-01,52600,74800,3.157954656,1.733056964,14534.8,4926.6,1161.8,1501.8,68.8,4.4,4.4,5.2,5.2,5.2,4.8,109.6
BB68,4,C,4.00E-03,2.60E-01,17200,149200,0.231769355,1.732433506,3662.2,917,1202.4,2135,5.2,10,6,6.8,4.8,6,80,194.8
BB69,1,C,1.90E-01,3.40E-01,11400,41400,16.90368006,8.135098742,11,17.8,13,5299.6,4,6.4,4.4,5.2,5.2,5.6,14,4.4
BB69,2,C,5.90E-02,3.90E-01,800,205200,74.11138758,1.889844829,13.8,7.2,14,16234.8,4,15.6,5.2,4.4,5.2,5.2,62.4,304.4
BB69,3,C,5.10E-02,6.70E-02,2200,6800,23.39227171,9.786683707,11.8,16,7.2,40.6,41.6,4,4.4,4.8,4.8,4.8,4,60.8
BB69,4,C,6.80E-04,2.60E-01,1200,172200,0.564448711,1.533009485,14,14,13.6,1819,4.8,6,6,4.4,4.8,5.6,51.6,422.8
BB70,1,C,9.20E-02,2.80E-01,58800,14800,1.567299608,18.59772319,4640.2,8987.2,8991.2,7828.8,5.6,7.2,6.8,5.2,5.6,5.2,152,224.4
BB70,2,C,2.40E-01,5.20E-01,9200,43800,26.1655447,11.89481119,8107.4,3667.6,10271.4,8108.4,28.8,8,6,4.4,4.8,5.2,225.2,138.4
BB70,3,C,4.30E-02,5.70E-02,1800,1800,23.82430367,31.55337063,6053,7048.4,4125.2,2570,144.4,5.6,4.8,5.2,4.8,4.8,6.8,142
BB70,4,C,6.80E-04,2.50E-01,7000,133400,0.096762636,1.870222399,5990.4,5801.6,5534.2,3433.6,10.4,10.8,6.4,5.6,6.4,6.4,158.4,207.6
BB71,1,C,2.50E-02,2.20E-01,4800,83400,5.193759234,2.644988673,11,18.2,12,2023.6,4.4,42.4,4.4,4.8,5.6,6,14.8,53.2
BB71,2,C,5.50E-02,3.80E-01,3200,26200,17.18010692,14.34155909,7.6,7,15.4,2377.2,4.4,142.4,4.8,4.8,4.8,9.2,61.2,120.4
BB71,3,C,3.00E-02,4.60E-02,3400,3800,8.716453534,12.09733273,28.8,5281.4,1645.2,893.2,152,7.6,6.4,6,5.6,5.2,19.6,110.4
BB71,4,C,3.90E-06,2.50E-01,2400,315800,0.001641917,0.79565452,20.6,408,676.8,991.8,13.2,42.8,6.4,6,7.2,7.6,140,196.4
BB72,1,C,4.90E-02,1.80E-01,4200,161000,11.58590652,1.116469399,9,1196.6,728.4,3415.4,4,20,4.8,6.4,4.8,5.2,20,165.6
BB72,2,C,6.30E-02,3.80E-01,10200,71400,6.193590306,5.296029511,7.4,5.4,9.2,3508,4,108.4,5.2,4.8,4.8,8,61.6,134
BB72,3,C,2.50E-02,6.10E-02,12000,3400,2.077503694,17.81312945,9.8,13.4,7.6,8,44.8,4.4,4.4,5.2,4.8,4.8,4.4,60.4
BB72,4,C,8.00E-10,2.60E-01,5000,233200,1.61E-07,1.116230196,9,9,11.8,2887.6,5.2,21.2,6.4,4.8,5.2,6.8,50.4,509.2
BB73,1,C,3.60E-02,2.00E-01,6600,72600,5.494615157,2.778223823,1313.2,907.6,855.2,4747.6,4.4,16.4,5.6,7.2,5.6,5.6,12.8,99.2
BB73,2,C,7.30E-02,2.60E-01,2800,37800,26.05263781,6.838070877,2450.2,1038.8,1624.8,2617,5.2,8.4,6,6,5.6,5.6,62.8,62.4
BB73,3,C,5.10E-02,2.80E-02,9800,17400,5.251326303,1.595212229,2519.4,3123.2,769.6,817.8,45.2,4.8,5.2,5.6,6,5.2,4.8,64.4
BB73,4,C,1.40E-03,1.50E-01,15200,57800,0.093894388,2.672662599,611.8,1487.8,1343.8,1361,6,5.6,6.8,8,6,6.4,56.8,218
BB74,1,C,3.60E-02,2.80E-01,5000,344600,7.16433979,0.826730816,11.4,3435,17,10640.2,7.2,21.6,95.2,150.8,5.2,5.6,11.6,89.2
BB74,2,C,1.40E-01,2.30E-01,24400,92000,5.879000456,2.523713077,13,12.4,6234.2,11142.8,10,6.4,108.4,62.8,4.8,4.4,59.2,240.4
BB74,3,C,4.40E-02,3.60E-02,131000,330400,0.335079216,0.109759262,23.4,439,1222.6,3795.6,43.6,7.2,23.2,54,4.8,5.2,8.8,62
BB74,4,C,4.00E-03,1.80E-01,1467200,327600,0.002717034,0.535950177,18.4,32,1379,3477.4,5.6,25.2,6.4,12,6.8,7.2,51.6,557.2
BB75,1,C,2.40E-02,3.00E-01,600,331800,39.32859528,0.906645184,5752,8196,2270.6,9342.2,4.4,11.6,4.8,5.6,5.2,5.6,12.4,227.6
BB75,2,C,1.10E-01,4.80E-01,5800,121200,18.58504289,3.984160241,6188.6,4418.6,10621.6,6619.6,11.2,10.4,5.2,4.4,5.6,4.8,97.6,68.4
BB75,3,C,5.50E-02,6.60E-02,19800,245000,2.776582936,0.268834184,7164,6739.6,4728.2,4009.8,58.8,6,4.8,4.8,5.2,5.2,7.2,82
BB75,4,C,2.00E-05,2.70E-01,4600,305800,0.004440619,0.869319291,6902.2,6431,7059,3390.2,5.6,8.4,6,7.6,5.2,6.4,69.6,210.4
BB76,1,C,5.90E-02,3.80E-01,200,210400,293.2931549,1.797226745,38.8,6481.2,1589.2,8222,4.4,14.4,5.2,6.4,6,6.4,14.8,127.6
BB76,2,C,1.20E-01,4.30E-01,1200,45800,101.6918818,9.406879629,88.6,6148.2,3489.2,8614.2,4.8,15.6,5.2,4.4,4.8,5.2,59.6,199.2
BB76,3,C,2.60E-01,1.00E-01,1200,4200,215.3992326,24.08131406,100,10203.8,3331.8,1890.4,43.6,4.4,4.8,5.2,5.2,4.8,4.8,62
BB76,4,C,0.00E+00,2.00E-01,3400,282800,0,0.6971841,78,1009,1110.6,4010.4,5.2,16.4,6.4,8.4,5.2,6.4,52.4,552.4
BB77,1,C,4.20E-02,1.90E-01,17800,70000,2.353312459,2.752885039,11,21.4,16.2,2535.4,4,20,5.2,5.2,5.2,5.2,15.2,55.6
BB77,2,C,3.90E-02,3.20E-01,600,187800,64.22901088,1.712614821,5,7.6,10.8,2303.4,4.4,127.6,4.8,4.8,4.4,9.2,62.4,112
BB77,3,C,4.00E-02,5.70E-02,1600,3200,25.26749724,17.94129125,8,22.2,9.2,10.4,43.2,4,4,5.2,4.8,4.8,4.4,58.4
BB77,4,C,8.30E-05,2.80E-01,6800,211800,0.012219058,1.317638135,8.8,15.6,15.4,1870.4,5.2,74,6,7.6,4.8,10,51.6,466.8
BB78,1,C,2.20E-02,3.70E-01,3400,257000,6.563592139,1.443603212,885.2,7303.2,6957.4,9521.8,4.4,6.4,5.2,5.6,5.6,5.2,22,123.2
BB78,2,C,3.90E-02,2.20E-01,2000,100000,19.50198557,2.189710128,4.8,8.4,13.2,3809.2,4,83.6,4.8,5.2,4.8,10.8,64,119.2
BB78,3,C,2.00E-02,5.80E-02,1600,3400,12.62237677,17.06852327,143.2,7394.8,3219,2234,66,4.4,4.4,5.2,5.2,5.2,4.4,89.6
BB78,4,C,0.00E+00,2.70E-01,3200,279600,0,0.95744195,157.8,6897,3796,5118.6,5.2,22.4,6.4,7.2,4.8,6.8,81.6,247.6
BB79,1,C,1.70E-01,4.20E-01,125200,401200,1.36959288,1.041470721,2173.6,9839.2,2659.4,9438.8,4,8.8,4.8,5.2,5.6,7.6,16.4,1136.8
BB79,2,C,2.10E-01,4.40E-01,22000,123600,9.662375313,3.593202343,70,7109.6,6337.4,7368.8,4.8,9.2,5.2,4.8,4.8,5.6,114.8,116
BB79,3,C,2.90E-02,6.10E-02,200,249600,146.2650132,0.242646795,1952,4848.6,5875.4,6105,44,7.2,4.8,5.2,5.2,5.2,7.6,62
BB79,4,C,6.90E-03,2.50E-01,46600,249400,0.148210321,1.021872811,2558,2483.6,5594.4,4247,5.2,6.8,6.4,5.6,4.8,6.4,59.6,302.8
BB80,1,C,8.40E-02,2.40E-01,208400,571800,0.401922606,0.417973035,2580.2,8737.6,4009,9944.8,14,46.8,4.8,6.4,6.4,6.8,44.8,617.6
BB80,2,C,1.90E-01,3.50E-01,20000,77600,9.709052437,4.454703722,2110.8,2903.6,10525.4,11978.6,4.4,32.4,5.2,4.4,4.8,5.6,68.4,103.6
BB80,3,C,9.50E-02,1.00E-01,76600,157400,1.237463367,0.636695996,6863.6,19340.4,10683.6,7107.8,502.8,18.8,5.2,6.8,6,7.2,17.6,414.4
BB80,4,C,1.80E-04,1.60E-01,25000,302200,0.007329248,0.540939102,4339.6,10197.2,12405.4,4084,9.6,11.6,6.8,5.6,6,7.2,617.6,589.2
BB81,1,C,7.50E-02,1.40E-01,2600,212400,28.91336309,0.664195159,2954,3082.2,2467.8,3801.6,5.2,10.8,6,7.6,6,5.6,45.2,4.4
BB81,2,C,1.10E-01,3.20E-01,2600,15600,42.21154088,20.61724765,7326.6,2128,2073.2,4862.4,9.6,13.6,7.2,10,6.8,5.2,76.4,72
BB81,3,C,3.50E-02,1.90E-02,30400,148400,1.163908939,0.126500114,2333.4,4052.6,1499.8,1946,76.8,35.2,5.2,8,5.2,5.2,35.2,102.4
BB81,4,C,5.30E-03,1.30E-01,61400,106000,0.086372995,1.244016685,3476.2,2123.6,1395.6,2848.6,7.6,12.4,6.4,9.2,6,6.4,66,153.2
BB82,1,C,8.40E-02,3.80E-01,36000,797800,2.326685306,0.473974063,13.4,555.8,351.6,13218,5.2,24.8,4.4,5.2,6.4,7.2,18.8,148.4
BB82,2,C,1.40E-01,3.30E-01,5000,66200,27.51384259,5.054320595,16.4,1312,1984.4,8582.4,49.6,27.6,5.2,4.4,12.8,6,136,268
BB82,3,C,1.30E-01,4.40E-02,97800,296800,1.32548733,0.149621171,22.4,1285.2,1200.2,2193.4,72,18.4,4.4,4.8,8,8.8,32,80.8
BB82,4,C,6.00E-03,1.60E-01,46000,543400,0.130556814,0.300831425,19.4,208.4,1060.4,2306.8,26.4,31.2,8.8,9.6,4.8,7.6,88,594.8
BB83,1,C,4.90E-02,3.10E-01,69200,302600,0.711159799,1.034988244,638.2,1954.8,223.8,14846.4,4.8,23.6,4.8,5.6,6,7.6,21.6,140.4
BB83,2,C,1.50E-01,3.50E-01,22400,126000,6.619574043,2.779314129,702.4,1113,1843,12651.4,33.6,29.6,4.8,5.6,10,6,108,182
BB83,3,C,6.30E-02,4.20E-02,258400,699400,0.241929969,0.059892711,1191,2246.2,1348.2,2184.6,70,15.6,4.4,4.8,6.8,6.8,27.2,77.2
BB83,4,C,2.10E-02,1.90E-01,148600,289400,0.14393568,0.660784249,487.2,112.6,1355.8,2120.4,22,25.6,8.4,9.2,5.2,7.2,77.2,562.4
BB84,1,C,9.00E-02,3.50E-01,3800,1242200,23.57306203,0.283741444,7.2,23.4,20,2023.6,4,36.8,4.4,5.2,5.2,6,14.8,54.8
BB84,2,C,1.50E-01,3.30E-01,192000,195000,0.79804684,1.67133613,6.4,10.4,17.2,3325.8,4,103.6,4.8,4.8,5.6,11.2,59.6,150.4
BB84,3,C,1.80E-01,1.60E-01,183200,607400,0.96594373,0.266981918,11,17.4,8.6,12.2,42,4.4,4.4,4.8,4.8,4.8,4.4,60
BB84,4,C,4.10E-03,2.20E-01,406800,420000,0.010025399,0.513701446,11.6,16.4,15.6,1382,5.2,43.2,6.4,6.8,5.2,8.4,50.4,447.2
BB85,1,C,2.40E-02,3.10E-01,6000,422200,3.932859528,0.736859657,8.8,5179,2043.6,5202.8,4.4,6.8,5.2,5.6,5.6,5.2,42,370
BB85,2,C,5.40E-02,4.10E-01,3200,170800,16.99349453,2.416387223,5.6,8.4,52.2,12612,4.4,16.8,4.8,4.4,5.6,5.2,60.8,934.8
BB85,3,C,4.70E-02,8.10E-02,13800,12000,3.40819324,6.713437139,9.6,10.4,9.4,817,43.6,4.4,4.4,5.2,4.8,4.8,4.4,121.2
BB85,4,C,1.80E-05,2.30E-01,5200,242800,0.003544718,0.949340215,7,809.2,1438.4,2197.4,5.6,12.4,6,7.2,5.2,6.4,262.8,500
BB86,1,C,2.00E-01,3.80E-01,142400,90200,1.41642591,4.245504099,10.4,329,3068,1949.4,4.4,6,4.4,5.6,5.2,4.8,10.8,43.6
BB86,2,C,2.80E-01,4.70E-01,6000,52000,45.87438388,9.014798624,6.8,135.8,1332.6,7122.4,5.2,54,5.2,4.4,6,5.6,58.4,275.6
BB86,3,C,6.70E-02,1.10E-01,33200,139600,2.004501482,0.80037344,8.8,10.2,5.4,7.6,43.2,4.4,4.4,4.8,5.2,5.2,4.4,61.2
BB86,4,C,1.80E-02,3.50E-01,18600,129800,0.950918052,2.733006223,8.8,258.4,1306,1841,5.6,8,6.4,4.4,5.2,6,52.4,439.6
BB87,1,C,1.40E-01,3.60E-01,27600,28600,5.154267427,12.72631401,62.4,4782.4,2203.6,13377.4,4.4,6.8,4.8,5.6,5.6,5.2,12,132.8
BB87,2,C,8.80E-02,4.20E-01,10200,28000,8.616370604,15.10723531,101.6,2711,2755.8,10477.4,4.4,18.8,5.2,4.4,6,5.2,58.8,178
BB87,3,C,3.30E-02,4.80E-02,3600,23200,9.119509743,2.073870969,75,277.6,1355.2,460.2,42.8,4.4,4.8,4.8,5.2,4.8,5.2,60.8
BB87,4,C,3.10E-03,2.60E-01,14600,91800,0.215567436,2.815676244,57.6,171.4,155.4,3900.6,5.6,16.4,6,19.6,5.2,6.4,52,665.2
BB89,1,C,1.10E-01,1.50E-01,6800,356000,16.43119592,0.409687297,11.8,16.4,17.6,1885.8,4,34.4,4.8,5.2,5.2,5.2,15.6,51.2
BB89,2,C,1.70E-01,4.30E-01,5200,42400,31.94392594,10.22332297,7.8,6,11,3154.2,4,124,5.2,4.8,5.6,11.6,61.2,131.2
BB89,3,C,1.60E-01,5.10E-02,161200,222600,1.022247645,0.228632203,11.8,20.8,13,12.6,43.2,4.4,4,4.8,4.8,5.2,4.4,57.6
BB89,4,C,7.30E-03,1.50E-01,102400,72000,0.071493437,2.025676079,13.6,18.4,23.6,1699.6,5.6,40.4,6,8.8,5.2,10,51.6,559.2
BB90,1,C,1.70E-02,3.60E-01,0,147400,0,2.437836694,4723.8,11325.6,27139.2,14051,12,9.6,5.6,5.2,5.6,4.8,18.8,48.8
BB90,2,C,4.90E-02,3.80E-01,1200,66600,40.55067282,5.677725332,9.6,12.6,20.8,4092.4,3.6,166.8,4.8,5.2,5.6,11.6,62.8,117.2
BB90,3,C,3.50E-02,2.90E-02,2000,3800,17.69141588,7.598323215,5726.2,18048.2,14583.8,11816.4,46.8,8.4,5.6,5.2,5.2,13.2,16.8,63.6
BB90,4,C,1.00E-03,2.20E-01,6200,210200,0.167237979,1.041726988,6964.8,12946,18736.2,5948.6,16.4,9.6,6.4,4.8,5.6,6.4,56.8,238
BB91,1,C,3.80E-02,3.00E-01,1000,115400,38.07486177,2.624441336,534.4,773.6,282.2,910.4,4.4,11.2,5.2,5.6,6,5.6,15.6,71.6
BB91,2,C,1.30E-01,2.60E-01,27400,101800,4.731119011,2.557022414,8665.6,18879.4,19601,16600.6,19.2,12.4,5.6,4.4,6,4.4,68.8,39.6
BB91,3,C,4.00E-02,4.50E-02,247600,528800,0.161345899,0.084954663,529,276.8,212.4,306.2,44,4.8,4.8,4.8,4.8,4.8,4.4,67.2
BB91,4,C,5.20E-03,1.90E-01,49400,190000,0.105106696,1.006478745,1139.8,200.6,351.4,528.6,5.2,6.8,6,4.8,5.2,6,55.2,143.6
BB92,1,C,4.80E-02,3.40E-01,17200,112000,2.79731433,3.007081142,9.8,17.6,9.4,1869.6,4,52,4.8,5.2,5.6,6,14.8,53.6
